vul,weakness_name,intrusion_action,vendor,product_name
864,improper authentication,allow an attacker to cause a denial of service condition.,ControlByWeb,x-320m-i firmware
865,improper neutralization of input during web page generation ('cross-site scripting'),allow arbitrary code to be executed.,ControlByWeb,x-320m-i firmware
866,improper input validation,"allows execution of script code, which may allow remote code execution, data exfiltration, or cause a system crash.",LCDS - Leão Consultoria e Desenvolvimento de Sistemas Ltda ME,scada
867,out-of-bounds read,allow data exfiltration.,LCDS - Leão Consultoria e Desenvolvimento de Sistemas Ltda ME,scada
868,improper control of generation of code ('code injection'),"allow remote code execution, data exfiltration, or cause a system crash.",LCDS - Leão Consultoria e Desenvolvimento de Sistemas Ltda ME,scada
869,untrusted pointer dereference,"allow remote code execution, data exfiltration, or cause a system crash.",LCDS - Leão Consultoria e Desenvolvimento de Sistemas Ltda ME,scada
870,out-of-bounds write,"allow data exfiltration, or remote code execution.",LCDS - Leão Consultoria e Desenvolvimento de Sistemas Ltda ME,scada
871,relative path traversal,an attacker can leverage this vulnerability to disclose sensitive information under the context of the web server process.,LCDS - Leão Consultoria e Desenvolvimento de Sistemas Ltda ME,scada
872,out-of-bounds read,allow data exfiltration.,LCDS - Leão Consultoria e Desenvolvimento de Sistemas Ltda ME,scada
873,improper neutralization of special elements in output used by a downstream component ('injection'),allow an attacker to execute remote code on the server.,LCDS - Leão Consultoria e Desenvolvimento de Sistemas Ltda ME,scada
874,improper neutralization of special elements in output used by a downstream component ('injection'),allow an attacker to execute remote code on the server.,LCDS - Leão Consultoria e Desenvolvimento de Sistemas Ltda ME,scada
875,use of hard-coded credentials,allow an attacker unauthorized access to the system with high-privileges.,LCDS - Leão Consultoria e Desenvolvimento de Sistemas Ltda ME,scada
876,authentication bypass using an alternate path or channel,allow an attacker access to sensitive data.,LCDS - Leão Consultoria e Desenvolvimento de Sistemas Ltda ME,scada
877,authentication bypass,allow an attacker to cause a denial of service.,Emerson,deltav dcs
878,access of resource using incompatible type ('type confusion'),an attacker could use a specially crafted project file to exploit and execute code under the privileges of the application.,Omron,cx-protocol
879,cleartext storage of sensitive information,an authenticated attacker with local access to the system containing the pnozmulti configurator software can view sensitive credential data in clear-text.,Pilz GmbH & Co. KG (Pilz),"pnozmulti configurator,  pmi m107 diag hmi device"
880,improper neutralization of input during web page generation ('cross-site scripting'),allow a remote attacker to inject code to some web pages affecting confidentiality.,Tridium,"niagara enterprise security 2.3u1, niagara ax 3.8u4, niagara 4.4u2, niagara 4.6"
881,use after free,allow remote code execution.,Schneider Electric,zelio soft 2
882,improper limitation of a pathname to a restricted directory ('path traversal'),allow access to files available to system user.,Schneider Electric,iiot monitor
883,unrestricted upload of file with dangerous type,allow the uploading and execution of malicious files.,Schneider Electric,iiot monitor
884,improper restriction of xml external entity reference ('xxe'),"allow the software to resolve documents outside of the intended sphere of control, causing the software to embed incorrect documents into its output and expose restricted information.",Schneider Electric,iiot monitor
885,cryptographic issues,there is a hardcoded cryptographic key that may affect the confidentiality of the device.,Schneider Electric,iiot monitor
886,improper input validation,the program’s code contains an error in which an arbitrary executable can be launched.,Schneider Electric,pro-face gp-pro ex
887,resource management errors,"allow an attacker to stop the communications functionality of the vnet/ip open communication driver, resulting in a denial of service.",Yokogawa,"centum cs 3000, centum cs 3000 entry class, centum vp, centum vp entry class, exaopc, prm, prosafe-rs, fast/tools, b/m9000 vp"
888,authentication bypass by capture-replay,"this can lead to unauthorized replay of a command, spoofing of an arbitrary message, or keeping the controlled load in a permanent “stop” state.",Hetronic,"nova-m, es-can-hl, bms-hl, mlc, dc mobile"
889,improper input validation,allow an attacker to read confidential information and remotely execute arbitrary code.,Horner Automation,cscape
890,url redirection to untrusted site ('open redirect'),victims of phishing attacks can be redirected to a malicious websites via url redirection.,Schneider Electric,"ecostruxure power monitoring expert (pme), ecostruxure energy expert, ecostruxure power scada operation (pso), ecostruxure power monitoring expert (pme), ecostruxure energy expert, ecostruxure power scada operation (pso)"
891,heap-based buffer overflow,a remote unauthenticated attacker could send numerous crafted packets to service ports resulting in memory consumption that could lead to a partial or complete denial-of-service condition to the affected services.,Rockwell Automation,factorytalk services platform
892,missing authentication for critical function,"allow authentication to be configured on administrative telnet or web interfaces, which could enable various effects vectors, including conducting device resets, reading or modifying registers, and changing configuration settings such as ip addresses.",ABB,"gate-e1 (eol 2013), gate-e2 (eol oct 2018)"
893,improper neutralization of input during web page generation ('cross-site scripting'),allow an attacker to display/execute the payload in a visitor browser.,ABB,"gate-e1 (eol 2013), gate-e2 (eol oct 2018)"
894,improper input validation,allow an attacker to cause the overflow of a buffer on the stack.,Advantech,webaccess/scada
895,improper access control,"allow an attacker access to the device and sensitive information, including user credentials.",3S-Smart Software Solutions GmbH,"control for beaglebone, codesys control for beaglebone, codesys control for empc-a/imx6, codesys control for iot2000, codesys control for linux, codesys control for pfc100, codesys control for pfc200, codesys control for raspberry pi, codesys control rte v3, codesys control rte v3 (for beckhoff cx), codesys control win v3 (also part of the codesys setup), codesys v3 simulation runtime (part of the codesys development system), codesys control v3 runtime system toolkit, codesys hmi v3"
896,use of insufficiently random values,the application suffers from weak random values that can affect the confidentiality and integrity of data stored on the device.,3S-Smart Software Solutions GmbH,"codesys control for beaglebone, codesys control for empc-a/imx6, codesys control for iot2000, codesys control for linux, codesys control for pfc100, codesys control for pfc200, codesys control for raspberry pi, codesys control rte v3, codesys control rte v3 (for beckhoff cx), codesys control win v3 (also part of the codesys development system setup), codesys control v3 runtime system toolkit, codesys v3 embedded target visu toolkit, codesys v3 remote target visu toolkit, codesys v3 safety sil2, codesys gateway v3, codesys hmi v3, codesys opc server v3, codesys plchandler sdk, codesys v3 development system, codesys v3 simulation runtime (part of the codesys development system)"
